,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
2295,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,29.0,14.0,3.0,4.0,2.0,3.0,1.0,20056.0
2296,No,Self Enquiry,Tier-2,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,38.0,6.0,2.0,1.0,2.0,4.0,0.0,17844.0
2297,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,28.0,12.0,2.0,4.0,2.0,4.0,1.0,17703.0
2298,Yes,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Single,No,Yes,Executive,18.0,14.0,3.0,3.0,2.0,5.0,0.0,16904.0
2299,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Unmarried,Yes,No,Manager,33.0,15.0,3.0,3.0,1.0,3.0,0.0,23224.0
2300,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,41.0,15.56048879839554,2.0,3.0,4.0,3.0,0.0,19766.0
2301,Yes,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,21.0,3.0,3.0,2.0,4.0,0.0,17610.0
2302,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,37.0,31.0,2.0,4.0,1.0,3.0,0.0,20731.0
2303,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,27.0,12.0,2.0,4.0,2.0,1.0,1.0,17539.0
2304,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,34.0,15.0,3.0,3.0,2.0,1.0,0.0,20714.0
2305,No,Self Enquiry,Tier-2,Large Business,Male,Multi,3 Star,Single,No,No,Executive,35.0,15.45027398547856,3.0,3.0,2.0,5.0,1.0,22630.395545252133
2306,Yes,Self Enquiry,Tier-3,Salaried,Female,Standard,5 Star,Married,No,Yes,Senior Manager,29.0,29.0,2.0,4.0,2.0,3.0,1.0,22336.0
2307,No,Company Invited,Tier-1,Small Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,40.0,15.0,2.0,3.0,1.0,4.0,1.0,28499.0
2308,Yes,Company Invited,Tier-3,Salaried,Male,Deluxe,5 Star,Single,Yes,Yes,AVP,42.0,18.0,2.0,3.0,1.0,5.0,1.0,28758.0
2309,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Single,No,Yes,Manager,42.0,10.0,2.0,3.0,1.0,5.0,0.0,20155.0
2310,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,6.0,2.0,4.0,7.0,1.0,1.0,17258.0
2311,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Single,No,No,Executive,32.24738986454933,30.0,2.0,3.0,1.0,5.0,1.0,18597.0
2312,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,Yes,Executive,28.0,18.0,3.0,3.0,2.0,4.0,1.0,17515.0
2313,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,26.0,15.579834529160905,2.0,1.0,2.0,5.0,1.0,19424.70961316605
2314,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,30.0,16.0,3.0,4.0,2.0,1.0,1.0,21578.0
2315,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,40.0,15.403798763720701,3.0,4.0,4.0,1.0,1.0,23918.031236008275
2316,No,Self Enquiry,Tier-1,Salaried,Male,Standard,4 Star,Married,No,Yes,Senior Manager,35.0,8.0,2.0,4.0,3.0,4.0,0.0,25274.0
2317,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,34.0,7.0,3.0,4.0,1.0,1.0,0.0,20343.0
2318,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,10.0,2.0,4.0,2.0,1.0,1.0,17376.0
2319,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Single,No,No,Manager,43.0,15.0,2.0,5.0,1.0,1.0,0.0,20346.0
2320,No,Company Invited,Tier-3,Salaried,Female,Multi,5 Star,Married,No,Yes,Executive,32.0,8.0,3.0,3.0,2.0,3.0,0.0,17827.0
2321,No,Self Enquiry,Tier-1,Large Business,Female,King,5 Star,Married,No,Yes,VP,56.0,10.0,3.0,3.0,5.0,4.0,1.0,34943.0
2322,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,No,Executive,29.0,12.0,2.0,3.0,2.0,3.0,1.0,18131.0
2323,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Single,No,No,Executive,19.0,15.0,2.0,3.0,2.0,3.0,1.0,17552.0
2324,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,Yes,No,Executive,45.0,15.364587159013027,2.0,3.0,5.0,3.0,1.0,25010.356483012933
2325,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,37.0,7.0,2.0,4.0,2.0,1.0,0.0,21474.0
2326,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,20.0,5.0,2.0,4.0,2.0,3.0,0.0,18033.0
2327,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,Yes,Yes,Executive,44.0,16.0,3.0,3.0,2.0,3.0,0.0,17936.0
2328,No,Self Enquiry,Tier-1,Small Business,Female,King,3 Star,Married,No,Yes,VP,53.0,13.0,2.0,3.0,4.0,1.0,1.0,33606.0
2329,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,Yes,Executive,29.0,21.0,3.0,5.0,1.0,5.0,1.0,17168.0
2330,Yes,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,No,Executive,22.0,9.0,2.0,4.0,1.0,3.0,1.0,17853.0
2331,No,Self Enquiry,Tier-3,Small Business,Female,Deluxe,5 Star,Married,No,Yes,AVP,46.0,8.0,3.0,3.0,1.0,1.0,1.0,32048.0
2332,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Single,No,Yes,Executive,44.0,23.0,3.0,5.0,3.0,4.0,1.0,17290.0
2333,No,Self Enquiry,Tier-2,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,32.360734599125905,8.0,3.0,3.0,2.0,1.0,2.0,18600.0
2334,Yes,Company Invited,Tier-1,Salaried,Male,Multi,5 Star,Married,No,No,Executive,41.0,11.0,3.0,4.0,7.0,3.0,1.0,17107.0
2335,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,35.067768341790156,35.0,3.0,3.0,1.0,1.0,0.0,21672.026852551673
2336,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,40.0,15.414776019409729,3.0,3.0,6.0,4.0,1.0,23865.999000661424
2337,No,Company Invited,Tier-1,Small Business,Female,Deluxe,5 Star,Married,No,No,AVP,50.0,8.0,1.0,3.0,3.0,3.0,0.0,32856.0
2338,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,28.0,25.0,3.0,4.0,2.0,3.0,1.0,18196.0
2339,No,Self Enquiry,Tier-1,Salaried,Male,King,4 Star,Married,No,Yes,VP,46.0,21.0,2.0,3.0,6.0,3.0,1.0,34081.0
2340,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,5 Star,Married,Yes,No,Manager,35.0,23.0,3.0,3.0,4.0,3.0,2.0,23966.0
2341,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Married,No,Yes,Executive,24.0,23.0,3.0,3.0,2.0,1.0,2.0,17210.0
2342,No,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,33.0,15.58748964579992,2.0,3.0,2.0,3.0,1.0,19539.0
2343,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,36.0,12.0,2.0,5.0,2.0,1.0,0.0,17741.0
2344,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,32.98752851745752,13.0,2.0,3.0,2.0,5.0,1.0,18491.0
2345,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,44.0,15.588414049253586,2.0,3.0,2.0,5.0,1.0,19541.0
2346,No,Self Enquiry,Tier-3,Small Business,Male,Multi,3 Star,Single,No,Yes,Executive,20.0,27.0,2.0,1.0,2.0,3.0,1.0,17678.0
2347,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,46.0,8.0,2.0,3.0,3.0,1.0,0.0,22379.0
2348,No,Company Invited,Tier-2,Small Business,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,42.0,8.0,3.0,1.0,1.0,1.0,1.0,21272.0
2349,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,60.0,13.0,2.0,1.0,1.0,5.0,0.0,20220.0
2350,No,Company Invited,Tier-1,Salaried,Female,Multi,4 Star,Married,No,Yes,Executive,32.0,19.0,3.0,4.0,2.0,5.0,0.0,17743.0
2351,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,3 Star,Single,Yes,Yes,Manager,32.0,8.0,2.0,4.0,5.0,5.0,0.0,19998.0
2352,No,Self Enquiry,Tier-1,Large Business,Female,Standard,5 Star,Married,Yes,Yes,Senior Manager,36.0,7.0,3.0,5.0,3.0,1.0,0.0,25252.0
2353,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,33.0,15.0,2.0,3.0,1.0,1.0,1.0,17781.0
2354,No,Self Enquiry,Tier-3,Large Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,40.0,16.0,2.0,4.0,1.0,5.0,1.0,21852.0
2355,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,25.0,16.0,2.0,3.0,1.0,1.0,0.0,19950.0
2356,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Married,Yes,Yes,Executive,31.61247520031162,7.0,3.0,3.0,1.0,4.0,2.0,18579.0
2357,No,Company Invited,Tier-1,Small Business,Female,Standard,5 Star,Married,Yes,No,Senior Manager,42.0,32.0,2.0,3.0,4.0,3.0,0.0,28191.0
2358,No,Company Invited,Tier-3,Small Business,Female,Standard,3 Star,Married,Yes,Yes,Senior Manager,35.0,14.0,3.0,4.0,5.0,5.0,2.0,25377.0
2359,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,Yes,Yes,Executive,27.0,20.0,2.0,3.0,2.0,4.0,0.0,17235.0
2360,No,Company Invited,Tier-1,Salaried,Female,Standard,3 Star,Married,No,No,Senior Manager,54.0,7.0,2.0,3.0,1.0,5.0,1.0,25502.0
2361,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,44.0,8.0,3.0,1.0,2.0,4.0,2.0,17011.0
2362,Yes,Company Invited,Tier-1,Small Business,Female,Multi,4 Star,Single,Yes,No,Executive,19.0,16.0,3.0,4.0,2.0,5.0,2.0,16859.0
2363,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,36.169346500706084,7.0,3.0,3.0,2.0,1.0,2.0,23076.53248760916
2364,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,No,AVP,54.0,9.0,2.0,3.0,4.0,5.0,0.0,32779.0
2365,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,Yes,Yes,Manager,31.0,17.0,3.0,3.0,2.0,1.0,1.0,21833.0
2366,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,31.0,30.0,3.0,4.0,2.0,5.0,0.0,21812.0
2367,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Single,No,No,Manager,59.0,9.0,2.0,4.0,6.0,3.0,0.0,20171.0
2368,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Married,No,Yes,VP,43.0,9.0,3.0,5.0,4.0,5.0,1.0,34740.0
2369,No,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Married,No,No,VP,49.0,10.0,2.0,4.0,3.0,3.0,1.0,33711.0
2370,No,Company Invited,Tier-1,Large Business,Male,Multi,4 Star,Married,No,No,Executive,33.12678583504483,9.0,2.0,3.0,2.0,3.0,1.0,18692.0
2371,Yes,Company Invited,Tier-3,Salaried,Male,Multi,3 Star,Single,Yes,Yes,Executive,48.0,30.0,3.0,5.0,2.0,1.0,2.0,17559.0
2372,Yes,Self Enquiry,Tier-3,Small Business,Female,King,4 Star,Single,Yes,Yes,VP,27.0,8.0,3.0,5.0,3.0,5.0,1.0,17517.0
2373,Yes,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Unmarried,No,Yes,Executive,29.0,16.0,2.0,4.0,2.0,4.0,0.0,21623.0
2374,Yes,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Married,No,No,Senior Manager,48.0,21.0,3.0,3.0,2.0,3.0,0.0,33265.0
2375,Yes,Self Enquiry,Tier-1,Large Business,Female,Multi,3 Star,Married,Yes,Yes,Executive,29.0,13.0,2.0,3.0,4.0,4.0,0.0,31124.0
2376,Yes,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,34.0,13.0,3.0,3.0,2.0,3.0,0.0,17585.0
2377,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Single,No,No,Executive,44.0,29.0,3.0,3.0,1.0,3.0,2.0,33213.0
2378,Yes,Self Enquiry,Tier-3,Small Business,Male,Standard,4 Star,Unmarried,Yes,Yes,Senior Manager,33.0,31.0,2.0,4.0,3.0,5.0,0.0,23380.0
2379,Yes,Self Enquiry,Tier-3,Salaried,Male,Standard,4 Star,Single,Yes,Yes,Senior Manager,19.0,11.0,3.0,3.0,1.0,4.0,0.0,17994.0
2380,Yes,Company Invited,Tier-3,Salaried,Female,Multi,4 Star,Single,Yes,Yes,Executive,23.0,7.0,2.0,3.0,2.0,5.0,1.0,16223.0
2381,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,25.0,9.0,2.0,3.0,5.0,5.0,0.0,16118.0
2382,Yes,Self Enquiry,Tier-1,Small Business,Female,Standard,5 Star,Married,Yes,Yes,Senior Manager,26.0,13.0,2.0,4.0,1.0,4.0,1.0,17875.0
2383,Yes,Self Enquiry,Tier-3,Small Business,Male,Deluxe,3 Star,Single,Yes,Yes,AVP,45.0,19.0,2.0,1.0,7.0,3.0,0.0,33824.0
2384,Yes,Company Invited,Tier-3,Salaried,Female,Multi,3 Star,Single,No,No,Executive,55.0,8.0,2.0,4.0,1.0,5.0,0.0,28577.0
2385,Yes,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,21.0,24.0,3.0,3.0,1.0,5.0,1.0,17625.0
2386,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,46.0,28.0,3.0,3.0,2.0,5.0,2.0,33789.0
2387,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,Yes,Yes,Executive,34.0,15.6066522362716,2.0,3.0,2.0,5.0,0.0,19538.0
2388,Yes,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Single,No,No,Manager,51.0,34.0,3.0,4.0,4.0,3.0,1.0,34847.0
2389,Yes,Company Invited,Tier-1,Salaried,Female,Standard,3 Star,Unmarried,Yes,Yes,Senior Manager,59.0,20.0,2.0,3.0,1.0,5.0,0.0,25512.0
2390,Yes,Company Invited,Tier-3,Salaried,Female,Multi,3 Star,Single,No,No,Executive,34.0,15.477554180992243,2.0,5.0,2.0,3.0,1.0,22856.458881016675
2391,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Single,No,No,Executive,28.0,14.0,2.0,4.0,2.0,4.0,1.0,17154.0
2392,Yes,Self Enquiry,Tier-3,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,44.0,15.0,3.0,4.0,4.0,1.0,2.0,34190.0
2393,Yes,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,34.0,15.611070019234802,2.0,3.0,5.0,3.0,1.0,19490.0
2394,Yes,Company Invited,Tier-1,Salaried,Female,Multi,5 Star,Single,Yes,No,Executive,33.718368623500965,8.0,2.0,4.0,3.0,3.0,0.0,18506.0
2395,Yes,Company Invited,Tier-1,Salaried,Female,Standard,4 Star,Single,No,Yes,Senior Manager,42.0,7.0,3.0,1.0,2.0,3.0,0.0,17372.0
2396,Yes,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,No,Executive,43.0,8.0,3.0,3.0,7.0,3.0,0.0,25231.0
2397,Yes,Self Enquiry,Tier-2,Large Business,Female,Multi,3 Star,Married,No,Yes,Executive,36.0,15.0,2.0,3.0,2.0,1.0,0.0,20410.0
2398,Yes,Company Invited,Tier-3,Large Business,Male,Multi,3 Star,Married,No,Yes,Executive,44.0,7.0,3.0,3.0,4.0,3.0,1.0,22978.0
2399,Yes,Company Invited,Tier-3,Large Business,Female,Super Deluxe,4 Star,Single,No,Yes,Manager,40.68087928503104,19.0,2.0,3.0,6.0,3.0,0.0,23457.07833555009
2400,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Single,Yes,Yes,Manager,51.0,30.0,2.0,4.0,1.0,5.0,1.0,17838.0
2401,Yes,Company Invited,Tier-1,Small Business,Male,Multi,5 Star,Single,Yes,No,Executive,30.0,15.60653428137553,2.0,3.0,3.0,3.0,1.0,19695.0
2402,Yes,Company Invited,Tier-1,Small Business,Male,Multi,5 Star,Single,No,Yes,Executive,29.0,8.0,2.0,4.0,1.0,4.0,1.0,18339.0
2403,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,5 Star,Single,No,Yes,Executive,28.0,7.0,3.0,4.0,7.0,3.0,1.0,17080.0
2404,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Single,No,Yes,Executive,25.0,15.0,2.0,3.0,4.0,1.0,0.0,17096.0
2405,Yes,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,32.0,9.0,2.0,3.0,2.0,4.0,0.0,21209.0
2406,Yes,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,45.0,7.0,3.0,4.0,2.0,4.0,2.0,33061.0
2407,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,Yes,Yes,Executive,39.0,8.0,3.0,3.0,2.0,1.0,0.0,32123.0
2408,Yes,Self Enquiry,Tier-1,Large Business,Female,Standard,3 Star,Married,No,No,Senior Manager,58.0,8.0,3.0,4.0,1.0,5.0,0.0,17372.0
2409,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,32.0,15.602490733720558,2.0,3.0,5.0,4.0,1.0,19883.0
2410,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Married,Yes,No,Executive,36.31872097911507,30.0,2.0,3.0,2.0,1.0,0.0,22016.343911976932
2411,Yes,Company Invited,Tier-3,Small Business,Female,Multi,3 Star,Single,Yes,Yes,Executive,30.0,15.613479895135185,3.0,3.0,2.0,5.0,1.0,19627.0
2412,Yes,Self Enquiry,Tier-3,Small Business,Male,Standard,5 Star,Married,No,No,Senior Manager,36.0,16.0,2.0,4.0,1.0,5.0,0.0,22094.0
2413,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,35.704883710194665,21.0,2.0,5.0,7.0,1.0,1.0,18423.0
2414,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Unmarried,Yes,No,Executive,28.0,13.0,3.0,3.0,4.0,3.0,2.0,21674.0
2415,Yes,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,Yes,Yes,Manager,50.0,18.0,2.0,3.0,4.0,3.0,1.0,31880.0
2416,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Unmarried,Yes,Yes,Executive,40.0,14.0,3.0,4.0,2.0,4.0,2.0,24094.0
2417,Yes,Company Invited,Tier-3,Small Business,Female,Multi,3 Star,Married,Yes,Yes,Executive,52.0,13.0,3.0,3.0,3.0,4.0,2.0,23446.0
2418,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Unmarried,No,No,Executive,30.0,8.0,3.0,3.0,2.0,3.0,0.0,26916.0
2419,Yes,Self Enquiry,Tier-3,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,39.0,15.620310311326037,3.0,3.0,2.0,1.0,2.0,19534.0
2420,Yes,Self Enquiry,Tier-2,Salaried,Male,Multi,3 Star,Married,No,No,Executive,31.0,28.0,2.0,5.0,2.0,1.0,1.0,24852.0
2421,Yes,Company Invited,Tier-3,Salaried,Male,Deluxe,3 Star,Married,No,Yes,AVP,41.0,15.0,2.0,5.0,1.0,5.0,1.0,21151.0
2422,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Married,Yes,Yes,Manager,31.0,19.0,3.0,4.0,6.0,1.0,0.0,17302.0
2423,Yes,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,4 Star,Single,No,No,Manager,44.0,7.0,2.0,5.0,7.0,3.0,1.0,17362.0
2424,Yes,Company Invited,Tier-2,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,42.0,14.0,3.0,4.0,7.0,5.0,1.0,32861.0
2425,Yes,Self Enquiry,Tier-3,Small Business,Female,Multi,4 Star,Single,No,Yes,Executive,55.0,15.0,2.0,5.0,2.0,1.0,1.0,34187.0
2426,Yes,Self Enquiry,Tier-3,Salaried,Female,Standard,5 Star,Single,Yes,Yes,Senior Manager,56.0,22.0,3.0,3.0,3.0,5.0,1.0,34717.0
2427,Yes,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,No,No,Senior Manager,33.51127940417243,22.0,3.0,3.0,3.0,5.0,1.0,18544.0
2428,Yes,Company Invited,Tier-1,Large Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,34.0,23.0,2.0,4.0,1.0,5.0,1.0,23500.0
2429,Yes,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Single,No,No,Executive,40.0,15.619541627136286,2.0,3.0,2.0,5.0,0.0,19661.0
2430,Yes,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Married,Yes,No,Executive,36.3245067899455,14.0,3.0,3.0,2.0,3.0,2.0,23303.918021362275
2431,Yes,Company Invited,Tier-1,Small Business,Male,Multi,4 Star,Married,Yes,Yes,Executive,35.0,15.524508574720954,3.0,3.0,2.0,3.0,0.0,22105.38416274535
2432,Yes,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,Yes,Yes,Manager,51.0,33.0,2.0,3.0,2.0,5.0,1.0,29026.0
2433,Yes,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,No,Manager,38.0,15.0,3.0,3.0,5.0,3.0,2.0,21893.0
2434,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,34.0,16.0,2.0,3.0,2.0,4.0,0.0,21125.0
2435,Yes,Self Enquiry,Tier-2,Small Business,Female,Multi,4 Star,Married,Yes,No,Executive,32.01140975280373,26.0,3.0,3.0,1.0,3.0,1.0,18669.0
2436,Yes,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,58.0,27.0,3.0,3.0,5.0,3.0,1.0,25008.0
2437,Yes,Self Enquiry,Tier-2,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,40.0,24.0,2.0,1.0,1.0,1.0,1.0,17387.0
2438,Yes,Self Enquiry,Tier-2,Salaried,Male,Multi,5 Star,Married,Yes,Yes,Executive,36.0,15.624306104898267,2.0,4.0,5.0,5.0,1.0,19639.0
2439,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Unmarried,Yes,Yes,Manager,48.0,8.0,2.0,4.0,1.0,1.0,0.0,22898.0
2440,Yes,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Single,Yes,Yes,Executive,27.0,30.0,3.0,4.0,2.0,3.0,1.0,17534.0
2441,Yes,Self Enquiry,Tier-3,Salaried,Female,Standard,4 Star,Married,No,Yes,Senior Manager,51.0,16.0,3.0,3.0,6.0,1.0,2.0,28142.0
2442,Yes,Self Enquiry,Tier-3,Small Business,Male,Multi,3 Star,Single,No,No,Executive,18.0,15.0,2.0,3.0,2.0,5.0,1.0,16611.0
2443,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Single,Yes,Yes,Executive,35.0,13.0,3.0,3.0,2.0,3.0,1.0,20363.0
2444,Yes,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,Yes,Yes,Manager,42.0,7.0,4.0,4.0,2.0,2.0,1.0,24671.0
2445,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,4 Star,Divorced,No,Yes,Manager,50.0,15.0,4.0,5.0,3.0,3.0,3.0,23808.0
2446,Yes,Self Enquiry,Tier-1,Free Lancer,Male,Multi,3 Star,Single,Yes,No,Executive,38.0,9.0,4.0,5.0,8.0,3.0,1.0,20768.0
2447,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Divorced,Yes,Yes,Executive,34.0,10.0,3.0,4.0,3.0,5.0,2.0,21587.0
2448,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Divorced,No,Yes,Executive,28.0,9.0,3.0,4.0,2.0,5.0,1.0,22146.0
2449,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Unmarried,No,Yes,Executive,33.0,9.0,4.0,4.0,2.0,5.0,2.0,21746.0
2450,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Divorced,Yes,Yes,Executive,60.0,10.0,3.0,3.0,6.0,2.0,2.0,21348.0
2451,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,31.0,31.0,4.0,4.0,3.0,2.0,2.0,21371.0
2452,No,Company Invited,Tier-1,Salaried,Male,Standard,3 Star,Unmarried,No,No,Senior Manager,39.0,30.0,3.0,5.0,2.0,3.0,1.0,28204.0
2453,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,37.0,34.0,4.0,4.0,8.0,3.0,1.0,23915.0
2454,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Divorced,No,Yes,Executive,36.0,23.0,3.0,3.0,2.0,3.0,2.0,21104.0
2455,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,30.0,22.0,3.0,5.0,2.0,3.0,1.0,22871.0
2456,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,32.0,33.0,3.0,4.0,3.0,3.0,2.0,21589.0
